Address,Amount,LP,Percent,Contract
0x755344a8e0f96c14dd4b2b1d23cffc37b909f75f,3961148013,4400255208419,0.00050232,
0x2ad09a2c059dc35ba16a16ac5ebbf37c62ec39e0,3960636238,4399686701360,0.00050226,
0x0efd6a253f2b9e78cbd38033a50491f787469407,3646868320,4051136505587,0.00046247,
0x0e50051322e0ac2f4efad466e738e47201145c67,3597774296,3996600236279,0.00045624,
0x1c588cca2fb85057961e11c3e65a09e71bcca17f,3582719750,3979876840882,0.00045433,
0x3230dafd77bad2b09f913e91ab8a29a08b501872,3545226742,3938227601018,0.00044958,
0xe6917474b3eedad122483af73d18f0e8b07d0e9e,3436971337,3817971703453,0.00043585,
0x1ed8c72159f1bb3e250bdc4669f0ca75382e1552,3135286185,3482843690807,0.00039759,
0xbf262d5efac49b8146867cf2cb4127ce5aaecd87,3064505895,3404217156605,0.00038862,
0x5e82919ad9de55e4acaf9fa3b1dc58cea94e2664,3055221635,3393903703715,0.00038744,
0xa581a4dd7e292bad18589c71a3ca0a8a9382e435,3012859281,3346845333713,0.00038207,
0xe3c53a712e9f28213d91c9b3daadd88843e19a11,2979989293,3310331591883,0.00037790,
0x343c2babd6397cf327c23c5988a10e3bd5783718,2960750682,3288960313158,0.00037546,
0x5966518f7980ed690523c45038cd0e47ab148194,2957013397,3284808736965,0.00037499,
0xe49a583aed77227ea13967f6d0c3cb9ac82034fc,2945099377,3271574005926,0.00037348,
0x4b5fad950a7aee3b78bec03e29c2743b0aabeb02,2874628752,3193291464178,0.00036454,
0xd26107a4c587c84c55d82e80f995c6b464290f0e,2865385487,3183023550729,0.00036337,
0x2befb1c368ab36de15cd7f59a404fbc7350b73df,2837447626,3151988679531,0.00035982,
0x39100a1bc8076e5c62e3694c37e3a5d673c7b4a7,2837445745,3151986590016,0.00035982,
0xeae47729ad818856feaf507b205dc057003c9fa0,2771290286,3078497565603,0.00035144,
0x700f9c92737045e68ddb9ec619e191f7d106f028,2764166242,3070583796258,0.00035053,
0xa1933d3130e0b6a92906fff1f1980808cf8b3dc6,2718704491,3020082450192,0.00034477,
0xd25ae69c806be7bb177a5dd89a502765a0cab739,2715399094,3016410638304,0.00034435,
0xb4da2bbbed11e4341d924ad6d9f5470f56715e7c,2683593536,2981079322285,0.00034031,
0x5e50ff0d99b56cb854e8f810ae48415761a0507e,2663034442,2958241180373,0.00033771,
0xe71a4083aad10154585102f32d29b455b2be7c99,2661861829,2956938579096,0.00033756,
0x90fdb1e9853fa6af86cd0da5925201a6101d1f34,2658381276,2953072194549,0.00033712,
0xd18e4e9fe5e534cfe4e42a8643d9c81c53e5bb29,2467334081,2740846745741,0.00031289,
0x5e39c76f00aae5caf7ad35f8f925ce76b6aa5388,2463798758,2736919519747,0.00031244,
0x6d6ef801e8a2574ff9398024072bdecf43686150,2409047254,2676098618873,0.00030550,
0x8f9dc62b5640cfaf3d55d328f6f0a1129456b70d,2381257879,2645228693871,0.00030197,
0xa7f3f24af85dfedd9754c109516c09d1033042ef,2370088393,2632821031046,0.00030056,
0xc6ba2ea88b3be26ade044ebc9d845b81b1d1e926,2364036828,2626098628772,0.00029979,
0xbc5a9d5cdf0e13ece2d4344904df2a254e7360c7,2265009096,2516093324229,0.00028723,
0x2f0e709a03b415111aa2bf05ed883738d2318d39,2215723948,2461344744152,0.00028098,
0x31db80cc111e3324c62e06748b8d576fe21c3702,2181357386,2423168527828,0.00027662,
0x398be597e83be0c72c76ca32caf45fa081907692,2082171641,2312987693988,0.00026405,
